query_id,query_source_id,candidate_source_id,control_type,pipeline_query,pipeline_reference,resolution_query,resolution_reference,extractor,aggregator,similarity,seed,model,trial,hypothesis,label_match,raw_score,candidate_score,control_mean,control_median,control_mad,n_controls,fits_score,fits_plus_score,log_ratio
additive:hypothesis:129:H0,62,7,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,129,H0,False,0.5351865518674708,0.5351865518674708,0.5311708436176775,0.5305069377916215,0.01657585378068016,9,1.0589375634506049,1.008821023331626,0.00878234539157663
additive:hypothesis:129:H1,7,7,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,129,H1,True,0.7305831475136082,0.7305831475136082,0.540903626928306,0.541997024033113,0.007714144623086283,9,1.3477978373135924,1.3479467877465203,0.29858253674546886
additive:hypothesis:130:H0,4,49,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,130,H0,False,0.5176266274593132,0.5176266274593132,0.5413876791507471,0.5459559986381224,0.002801994804758401,9,0.9092290792568235,0.948110523101722,-0.05328419797234274
additive:hypothesis:130:H1,49,49,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,130,H1,True,0.6906219935264534,0.6906219935264534,0.5298059683711474,0.5246154303886036,0.009790276607117399,9,1.326545733606909,1.3164347701608434,0.2749271508048071
additive:hypothesis:131:H0,29,43,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,131,H0,False,0.5484327748487063,0.5484327748487063,0.5441309905925615,0.5418389867148844,0.009045324226912399,9,0.9862160774737095,1.012169275920508,0.012095825573579466
additive:hypothesis:131:H1,43,43,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,131,H1,True,0.6988270079281015,0.6988270079281015,0.5237187520588547,0.526949340847155,0.005589163490909654,9,1.3474951347602937,1.3261749351552956,0.2822988100268521
additive:hypothesis:132:H0,24,46,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,132,H0,False,0.5142420205948639,0.5142420205948639,0.5094203005385157,0.5093260425516024,0.008144707495832293,9,1.0272027343115981,1.009651927513138,0.00960564523128793
additive:hypothesis:132:H1,46,46,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,132,H1,True,0.6955448587086654,0.6955448587086654,0.5412808821922152,0.5393404346090755,0.00882373112797985,9,1.2839395611357542,1.2896212004071417,0.25434853215676617
additive:hypothesis:133:H0,63,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,133,H0,False,0.5470927291545836,0.5470927291545836,0.5528027244583897,0.5531668683036093,0.008409098298259643,9,0.9635006566234728,0.9890193366648058,-0.011041395816679178
additive:hypothesis:133:H1,39,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,133,H1,True,0.663371406842841,0.663371406842841,0.5304715259854919,0.5289661913426417,0.011731123503985974,9,1.2886154044027538,1.254090370424331,0.22641050534325058
additive:hypothesis:134:H0,27,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,134,H0,False,0.5378694358673582,0.5378694358673582,0.5278194602277393,0.5276705924937101,0.009084506059290787,9,1.0336013421528114,1.0193280495800412,0.019143635287106497
additive:hypothesis:134:H1,28,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,134,H1,True,0.6896207317067516,0.6896207317067516,0.5208797594776328,0.5197685155368378,0.013327207964453303,9,1.3510006178839042,1.3267843493646083,0.28275823224534424
additive:hypothesis:135:H0,27,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,135,H0,False,0.5645489194596492,0.5645489194596492,0.550753327357367,0.5468708433337197,0.009694577282720385,9,0.9852041124904053,1.0323258706172085,0.03181438331769393
additive:hypothesis:135:H1,39,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,135,H1,True,0.7163130049012322,0.7163130049012322,0.5440287413907376,0.5377740602318151,0.011380656358794483,9,1.3319962003977197,1.3319962003977197,0.2866787195598644
additive:hypothesis:136:H0,34,55,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,136,H0,False,0.5322857894748869,0.5322857894748869,0.5256373237051708,0.5315584523931298,0.013002452721107116,9,0.9774586909855841,1.0013683106316578,0.0013673753477408956
additive:hypothesis:136:H1,55,55,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,136,H1,True,0.7057350485420625,0.7057350485420625,0.5403101997313356,0.5388018014897653,0.009465360889769125,9,1.283213498737404,1.30982310487963,0.26989209365205846
additive:hypothesis:137:H0,26,51,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,137,H0,False,0.5292743463977476,0.5292743463977476,0.5278975738991831,0.5305264236741651,0.007949300963826622,9,1.0128157613419317,0.9976399341850944,-0.0023628551597868475
additive:hypothesis:137:H1,51,51,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,137,H1,True,0.7120440378490343,0.7120440378490343,0.5432985684661852,0.5446463008303316,0.008677303213327159,9,1.289196645378394,1.3073512787353905,0.26800316573446853
additive:hypothesis:138:H0,42,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,138,H0,False,0.5480800031777296,0.5480800031777296,0.5310269412127538,0.5294242515545428,0.013615559739350358,9,0.9782564133473115,1.035237810826399,0.03463116923889342
additive:hypothesis:138:H1,8,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,138,H1,True,0.6903651029124294,0.6903651029124294,0.5440832519678528,0.5451161048575787,0.005934263472475831,9,1.2638837180169273,1.2664551583791486,0.23622178389449222
additive:hypothesis:139:H0,18,51,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,139,H0,False,0.5164965888519868,0.5164965888519868,0.5183862034668548,0.5179940051060627,0.010415209559192284,9,0.9774556811602636,0.9971092015750851,-0.0028949848527074495
additive:hypothesis:139:H1,51,51,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,139,H1,True,0.7163905860883053,0.7163905860883053,0.5299406634506995,0.5251073755355243,0.005667184870213671,9,1.3471163446549381,1.3642744693077355,0.3106227630111212
additive:hypothesis:140:H0,1,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,140,H0,False,0.5279530177041712,0.5279530177041712,0.5176108990386925,0.5172170794355386,0.007401088559519597,9,1.0063567179189732,1.0207571224839467,0.02054462888994335
additive:hypothesis:140:H1,39,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,140,H1,True,0.6760852008095838,0.6760852008095838,0.4996643107593754,0.5010813752204878,0.009748751957000534,9,1.322177003031825,1.3492523056002432,0.2995505913165213
additive:hypothesis:141:H0,15,27,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,141,H0,False,0.5008805371024485,0.5008805371024485,0.5225815367727642,0.5242297553591998,0.010194728327186264,9,0.9348934910419587,0.9554599524005414,-0.045562428895460694
additive:hypothesis:141:H1,27,27,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,141,H1,True,0.704130788670288,0.704130788670288,0.531144864339723,0.5321902958072782,0.011366746602977318,9,1.3230808494961257,1.3230808494961257,0.2799629939958878
additive:hypothesis:142:H0,49,38,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,142,H0,False,0.5500596623987556,0.5500596623987556,0.547445045566544,0.547237711126459,0.005551745243988382,9,1.0184898796408042,1.0051567193103117,0.0051434689659719535
additive:hypothesis:142:H1,38,38,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,142,H1,True,0.6754214745286924,0.6754214745286924,0.49807548096012383,0.49981729625230925,0.008647927806615774,9,1.3699115206982182,1.351336737630099,0.3010942785717216
additive:hypothesis:143:H0,7,5,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,143,H0,False,0.5625975478424483,0.5625975478424483,0.5333733032173387,0.5315049228954588,0.00629449061227616,9,1.0711850208243907,1.0584992228813375,0.05685207742278009
additive:hypothesis:143:H1,5,5,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,143,H1,True,0.7071892132316362,0.7071892132316362,0.5160564921940984,0.5281581725902941,0.003197680069225717,9,1.3335390021281568,1.3389723948856154,0.2919024502796515
additive:hypothesis:144:H0,63,11,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,144,H0,False,0.5692226421543558,0.5692226421543558,0.5639431881437471,0.5661011721982975,0.007921281345956821,9,0.9990424104889626,1.0055139789658745,0.005498832636043782
additive:hypothesis:144:H1,11,11,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,144,H1,True,0.7006658968832048,0.7006658968832048,0.5336825075639253,0.5318405798795629,0.005843990542285016,9,1.265522763450732,1.317435944887607,0.2756873815703208
additive:hypothesis:145:H0,26,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,145,H0,False,0.5119309800146102,0.5119309800146102,0.5143774501880027,0.5152454032593534,0.012704562648429452,9,1.0422037521472345,0.9935672919665528,-0.006453487057967111
additive:hypothesis:145:H1,9,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,145,H1,True,0.7022221844430446,0.7022221844430446,0.5451236301176571,0.5407011310226891,0.002870782241418235,9,1.2360618288659129,1.298725199843493,0.26138316784454774
additive:hypothesis:146:H0,10,60,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,146,H0,False,0.5269124501730807,0.5269124501730807,0.5194996707868784,0.5261551998020042,0.004866932456198958,9,0.972701475897722,1.0014392148388185,0.0014381801617717738
additive:hypothesis:146:H1,60,60,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,146,H1,True,0.7085054502063017,0.7085054502063017,0.5384786640740382,0.5379701059999406,0.007933224976715114,9,1.316997807693017,1.316997807693017,0.2753547581379036
additive:hypothesis:147:H0,59,11,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,147,H0,False,0.5298768778373025,0.5298768778373025,0.541134051140424,0.545822303359939,0.00924582399395446,9,0.9498242062496115,0.9707864163401154,-0.029648797460673726
additive:hypothesis:147:H1,11,11,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,147,H1,True,0.6991498374240634,0.6991498374240634,0.5192172948434816,0.5195471868100922,0.00889417505519563,9,1.336876701522254,1.3456907383460064,0.29690744133549696
additive:hypothesis:148:H0,14,1,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,148,H0,False,0.5030514082535549,0.5030514082535549,0.47999506043698886,0.4819058693135071,0.010735754202042258,9,1.025209870883963,1.0438789819475958,0.04294356506675734
additive:hypothesis:148:H1,1,1,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,148,H1,True,0.6937289222437474,0.6937289222437474,0.5205347604640995,0.5254685529463154,0.01410768771875237,9,1.2612084749180934,1.3202101597783384,0.27779093587868825
additive:hypothesis:149:H0,21,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,149,H0,False,0.5259856098269008,0.5259856098269008,0.5162987709192678,0.5192589669430066,0.005877628007388003,9,0.9774953454008867,1.0129543124185134,0.01287112298441262
additive:hypothesis:149:H1,28,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,149,H1,True,0.6888182367389739,0.6888182367389739,0.5179067642944121,0.5178241684189273,0.005789297921078962,9,1.357399223243327,1.3302164687332823,0.2853416874360204
additive:hypothesis:150:H0,53,18,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,150,H0,False,0.5232819208366011,0.5232819208366011,0.5253862021521299,0.5267201976506388,0.009534783308543404,9,1.0104824183510936,0.9934722897861641,-0.0065491088878829595
additive:hypothesis:150:H1,18,18,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,150,H1,True,0.7085834189626758,0.7085834189626758,0.5627196450296941,0.5599701468158879,0.005830781318604927,9,1.265394991129144,1.265394991129144,0.23538431939275412
additive:hypothesis:151:H0,36,3,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,151,H0,False,0.5034421654176889,0.5034421654176889,0.5133113316950926,0.5136764265907684,0.009853929202142897,9,0.9800764437624606,0.9800764437624606,-0.020124706520415203
additive:hypothesis:151:H1,3,3,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,151,H1,True,0.6900485847870311,0.6900485847870311,0.5069190380232718,0.49877809226647846,0.013151824780645138,9,1.2605322784110058,1.383478134838296,0.3246007158830893
additive:hypothesis:152:H0,11,16,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,152,H0,False,0.5046194533860479,0.5046194533860479,0.5278315020029977,0.5281271140097543,0.005358973591891525,9,0.9482802989552597,0.9554886314296064,-0.045532413405447225
additive:hypothesis:152:H1,16,16,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,152,H1,True,0.709106265947823,0.709106265947823,0.5398278764165408,0.5391152971518235,0.003953938019056857,9,1.2902339248033137,1.31531468258102,0.2740759393444703
additive:hypothesis:153:H0,11,47,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,153,H0,False,0.5071801551905775,0.5071801551905775,0.529094304014443,0.5276874577517042,0.00655563655850111,9,0.9732281441369645,0.9611374076456141,-0.03963789621059444
additive:hypothesis:153:H1,47,47,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,153,H1,True,0.6670141786946184,0.6670141786946184,0.5054304135029457,0.5138147134011781,0.008711512359230067,9,1.298160915399526,1.298160915399526,0.2609485824004376
additive:hypothesis:154:H0,63,6,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,154,H0,False,0.5299628815500661,0.5299628815500661,0.5353033493233547,0.5340539696048022,0.012230813076820723,9,0.9983727318422484,0.9923395606294931,-0.007689931246542492
additive:hypothesis:154:H1,6,6,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,154,H1,True,0.7006926002650614,0.7006926002650614,0.5300476031973826,0.5287496707487743,0.010776088943531992,9,1.272433400225528,1.3251877760468291,0.2815541671683627
additive:hypothesis:155:H0,53,18,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,155,H0,False,0.5503407194557686,0.5503407194557686,0.5472189485140451,0.5492070746875785,0.005153493918031993,9,0.987408430818595,1.0020641481518333,0.0020620207250832134
additive:hypothesis:155:H1,18,18,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,155,H1,True,0.7068314717886637,0.7068314717886637,0.5567764623274232,0.5504331026052134,0.009247900616642823,9,1.2345780982801076,1.284136924983641,0.2500868389775523
additive:hypothesis:156:H0,53,40,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,156,H0,False,0.5188352000802443,0.5188352000802443,0.5163422008177088,0.5141907215390215,0.0074572209053661576,9,0.997947898180901,1.0090325988911693,0.008992048967682131
additive:hypothesis:156:H1,40,40,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,156,H1,True,0.7108340553836605,0.7108340553836605,0.5482509170582959,0.5412090097875053,0.006370467087302822,9,1.3134187393937788,1.3134187393937788,0.27263346252263737
additive:hypothesis:157:H0,39,57,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,157,H0,False,0.5288410386772391,0.5288410386772391,0.532966819679046,0.5350727773695314,0.0029322570870689013,9,0.9883534746003559,0.9883534746003559,-0.011714877403787738
additive:hypothesis:157:H1,57,57,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,157,H1,True,0.7197729246681001,0.7197729246681001,0.526746151773525,0.5273692599110615,0.004190968373183335,9,1.336009524459238,1.3648367081340436,0.3110347937403267
additive:hypothesis:158:H0,58,35,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,158,H0,False,0.485781992724532,0.485781992724532,0.5277669242368298,0.5245301162693692,0.010166558108221424,9,0.9324930131437705,0.9261279336629389,-0.07674289657540923
additive:hypothesis:158:H1,35,35,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,158,H1,True,0.692120094422671,0.692120094422671,0.524776829897903,0.52078764051121,0.006643107439539997,9,1.2769092922687892,1.3289871736266234,0.2844171285382779
additive:hypothesis:159:H0,41,58,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,159,H0,False,0.5199568185316313,0.5199568185316313,0.5360816198453173,0.5395671450953715,0.005645236687646937,9,0.9607100648587956,0.9636554472562002,-0.03702146812000673
additive:hypothesis:159:H1,58,58,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,159,H1,True,0.6881626682926443,0.6881626682926443,0.535978525092479,0.5355382795292202,0.014418027943583489,9,1.3262300817107753,1.2849924918487485,0.25075287541085134
additive:hypothesis:160:H0,17,34,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,160,H0,False,0.5105026108151259,0.5105026108151259,0.5180527621475618,0.5166357980341193,0.013967241432481514,9,0.9550500019907925,0.9881286057947763,-0.011942421896885325
additive:hypothesis:160:H1,34,34,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,160,H1,True,0.6818780142987807,0.6818780142987807,0.5035184564107994,0.5095423855218073,0.016283956594121074,9,1.3337372917901456,1.3382164735922597,0.2913377375525483
additive:hypothesis:161:H0,23,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,161,H0,False,0.5336750078240594,0.5336750078240594,0.534548014919696,0.537978026699833,0.011628952182965002,9,0.9649730181524996,0.9920014969715958,-0.008030662654455512
additive:hypothesis:161:H1,53,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,161,H1,True,0.7259592193886657,0.7259592193886657,0.5481576808257174,0.5447623557562812,0.008701956109816389,9,1.2875377809161808,1.332616344939681,0.2871441865218385
additive:hypothesis:162:H0,54,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,162,H0,False,0.5233216385365086,0.5233216385365086,0.527128321647233,0.5282690707772896,0.00794644390020538,9,0.9832331366264547,0.9906346358050049,-0.009409494968209975
additive:hypothesis:162:H1,28,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,162,H1,True,0.6926648822435333,0.6926648822435333,0.5233843477824245,0.5254705411713166,0.004842069751483047,9,1.31818023651626,1.31818023651626,0.2762521767432217
additive:hypothesis:163:H0,15,36,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,163,H0,False,0.5519530896695238,0.5519530896695238,0.5399539336277206,0.5458584199418964,0.015186580065437272,9,1.115984212342256,1.0111652939754527,0.011103422199078894
additive:hypothesis:163:H1,36,36,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,163,H1,True,0.6823684407216092,0.6823684407216092,0.5126230307595868,0.5144177403110164,0.01381723549392555,9,1.3264869915043171,1.3264869915043171,0.28253408791682716
additive:hypothesis:164:H0,17,40,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,164,H0,False,0.5174903857833248,0.5174903857833248,0.5346557797640057,0.5358172033549696,0.008802788030963571,9,0.9906099680319084,0.9657965114653037,-0.034802117616620554
additive:hypothesis:164:H1,40,40,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,164,H1,True,0.6884989004184987,0.6884989004184987,0.5264413290457091,0.523289135110505,0.009977076462562073,9,1.2863100722246565,1.3157141133325951,0.2743795701943221
additive:hypothesis:165:H0,57,19,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,165,H0,False,0.5445975976859931,0.5445975976859931,0.538037527277488,0.5369200084382537,0.007364892504907128,9,0.9967397258341496,1.0142993167084076,0.014198045741306897
additive:hypothesis:165:H1,19,19,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,165,H1,True,0.7383522336515792,0.7383522336515792,0.5665274325429157,0.5712885154028554,0.009364663885362945,9,1.2569245813062928,1.2924331817364043,0.25652662914837415
additive:hypothesis:166:H0,61,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,166,H0,False,0.486984500918252,0.486984500918252,0.4945347465597493,0.49504169514221874,0.003981336437172245,9,0.9831222389812521,0.9837242109037866,-0.016409694685595055
additive:hypothesis:166:H1,9,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,166,H1,True,0.7049602314344733,0.7049602314344733,0.5437951631779866,0.5393752932267277,0.00516357820333857,9,1.2700888979621805,1.3069939247998545,0.2677297864291814
additive:hypothesis:167:H0,31,30,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,167,H0,False,0.5196673186829909,0.5196673186829909,0.5168937234951432,0.5225944149975477,0.009390621690921752,9,0.9943989138985143,0.9943989138985143,-0.005616831004138123
additive:hypothesis:167:H1,30,30,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,167,H1,True,0.7032736872869629,0.7032736872869629,0.5381157087362715,0.5364935025728111,0.0054404292802863186,9,1.3243001926844555,1.3108708379772351,0.2706916781714808
additive:hypothesis:168:H0,22,18,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,168,H0,False,0.5341525390088443,0.5341525390088443,0.5272641012764657,0.5317751093790831,0.0052647018128408885,9,1.0044707425899213,1.0044707425899213,0.004460778507130225
additive:hypothesis:168:H1,18,18,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,168,H1,True,0.7193351638715666,0.7193351638715666,0.5325554354828116,0.5286758524226571,0.004959590572228945,9,1.3735207712091373,1.360635558774272,0.30795191321489007
additive:hypothesis:169:H0,63,27,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,169,H0,False,0.5274264086354958,0.5274264086354958,0.53919046357856,0.5448731063545981,0.008809643627645247,9,1.0250855665448437,0.9679802553739033,-0.03254358925459755
additive:hypothesis:169:H1,27,27,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,169,H1,True,0.6991321675550279,0.6991321675550279,0.5655094656694104,0.5667183218473443,0.009216989025420341,9,1.2711156000254413,1.2336501937612523,0.2099774118458294
additive:hypothesis:170:H0,33,37,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,170,H0,False,0.4955890904917939,0.4955890904917939,0.4917222372289493,0.4928748705616327,0.01581089395055041,9,1.0396058293247166,1.00550691482215,0.005491807205580734
additive:hypothesis:170:H1,37,37,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,170,H1,True,0.7160128498588505,0.7160128498588505,0.5517998451553368,0.550117788759517,0.009014818125874124,9,1.3450159709118839,1.3015628007111295,0.26356569685166137
additive:hypothesis:171:H0,0,26,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,171,H0,False,0.523781181108609,0.523781181108609,0.5387418017575071,0.5403424923028552,0.014547897821062028,9,0.9679784388230622,0.9693503445867,-0.031129179714753374
additive:hypothesis:171:H1,26,26,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,171,H1,True,0.6861057976485414,0.6861057976485414,0.5385467537899579,0.5383199526287733,0.01193623112678377,9,1.2920694545210534,1.2745316132127125,0.24257874893026343
additive:hypothesis:172:H0,25,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,172,H0,False,0.48766312107559256,0.48766312107559256,0.5157216673124705,0.5162103571249486,0.005608465791368089,9,0.9281269895401297,0.9446984438507766,-0.056889509450093856
additive:hypothesis:172:H1,9,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,172,H1,True,0.7093481397853927,0.7093481397853927,0.5299003260915405,0.5252501997696439,0.006169485666944197,9,1.283574571006148,1.3504957068012302,0.3004717152756397
additive:hypothesis:173:H0,38,15,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,173,H0,False,0.5436746157091137,0.5436746157091137,0.5302249150895728,0.533617019762763,0.008698872294220727,9,1.0025054099871136,1.0188479669385773,0.018672544815575454
